accession_id	study_3_FT16	study_3_FT10	study_4_Diameter	study_4_CL	study_4_Length	study_4_RL	study_4_RBN	study_4_DTF2	study_4_DTF3	study_4_DTF1	study_5_rFitness.mhi	study_5_rFitness.mhp	study_5_rSeeds.tli	study_5_rSeeds.tlp	study_5_rFitness.tlp	study_5_rFitness.tli	study_5_rSeeds.mhi	study_5_rFitness.mli	study_5_rSeeds.mli	study_5_rSeeds.thi	study_5_rFitness.thi	study_5_rFitness.thp	study_5_rSeeds.thp	study_5_rSeeds.mhp	study_5_rSeeds.mlp
1257	0.72939556753039	0.621802438132464	NA	-0.287447240346341	NA	0.484421864683713	NA	0.643093798587418	0.699067779224216	0.660728419158053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1317	1.06574911929193	1.1566410676662	NA	0.316222317815295	NA	0.365730944151158	NA	0.875674597912496	1.03539864775268	0.899942516392106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1318	1.87299764351963	0.347406967325386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1363	0.835106683798304	1.18454569181588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1367	0.556413740910169	1.01711794691778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1435	-1.09972708049234	-0.629254877913526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1552	1.57828786355198	1.14268875559136	0.207894452455932	0.755254723751031	-2.67586078715478	3.19453121704153	-0.41282263308932	1.48739395970914	1.54790282708623	1.44854017810639	-0.634277377388537	0.0137771561794293	-0.282788709750409	NA	-1.21807198771581	0.415817813801001	-1.15332587764383	-0.966338196519854	NA	0.446065642874281	0.953523481318913	-0.539041379105713	-0.384346436865692	-0.609754414302747	1.6165174558535
1585	1.11379962668644	1.11478413144167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1829	0.950427901545118	0.626453208822218	0.361820819057787	-0.269154223505524	-0.107034431495188	1.1767855679881	-0.781803675905719	1.27074335454877	0.920085207114351	1.24441081640914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	-0.189970807412627	-0.671111814138051	0.00265929596061645	-0.195982155703225	0.271319838341313	0.0690036428197714	0.694120495359879	-0.271299207606779	-0.220236594881721	-0.261043235389584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	0.316161203937638	-0.182780891518595	NA	0.261343267073328	NA	0.791040076257297	NA	0.318117887023623	0.285861283603527	0.335397246919741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1890	0.0566884640073056	0.975261010693258	-0.407811013951488	-0.122810088120441	0.311146603147071	0.182749108527954	-0.0438415902729202	-0.0164161395861655	0.026406042167281	0.0100660746814287	-0.407783138218182	0.831466006174172	-0.26280020492482	-0.091717189146676	1.45173783176578	0.430393799204373	-0.178663677684155	2.0096379619343	0.471347347855708	0.395076412033655	0.252765504296561	0.45885030326401	-0.0240536849272789	0.377106326874051	0.115398630819001
1925	0.585244045346872	0.333454655250545	0.00265929596061645	0.316222317815295	0.151839542729239	0.227258203727662	-1.39677208072271	0.499722072897508	0.554925978426301	0.517199960817621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1954	1.02730871337633	0.528787024298327	0.515747185659643	0.645496622267097	0.669587489983292	0.479476409859341	2.17004466662548	0.757791179139345	0.996960834206572	0.660728419158053	0.873658342404534	-0.184656710342758	-0.106908066342914	-1.21252909547355	-0.845675008382044	1.17915282224248	0.527195984601137	-0.540212035775447	-0.321328028383011	-0.413934351880486	-0.494803633121099	-0.00948894005945394	0.655099888371777	1.27506507040399	-0.130868245664065
2016	-0.173953971486323	-0.336256324341852	-1.02351648035891	-0.122810088120441	1.44620941146177	0.331112759193648	-1.51976576153852	-0.207578440506045	-0.204220839109382	-0.16216807532709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2171	0.316161203937638	-0.252542451892803	0.361820819057787	1.08452902820283	0.430626898759145	0.71685825092445	-1.51976576153852	0.327676002069617	0.285861283603527	0.28755442747293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2202	0.854326886756106	0.793880953720318	-0.407811013951488	0.425980419299229	-3.15378196960307	1.19162193305467	-1.51976576153852	0.757791179139345	0.823990673249075	0.775551185830398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2276	0.383431914289947	-0.0293054586953372	1.54192296197917	0.645496622267097	0.271319838341313	1.02842191732241	-1.15078471872212	0.385024692345581	0.353127457309221	0.402377194145276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2278	0.41226221872665	-0.238590139817961	0.207894452455932	-0.415498358671092	1.02802837681951	-0.662923700266498	-1.51976576153852	0.633535683541424	0.381955817468804	0.660728419158053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2317	-0.798610567614902	-0.364160948491536	NA	-0.342326291088308	NA	-0.900305541331607	NA	-0.857530263633634	-0.828835309233679	-0.870241803139887	2.14168544637042	0.712954695200026	-0.805091640521852	1.37488492401022	0.143630901474367	-0.472852604150611	1.94035123280749	-0.385079701887033	-0.358796562277197	1.21595895905776	0.823466902640353	-0.0470988227989908	0.581276315737659	0.234076176334896	-0.533843696483076
4779	-0.923541886840618	-0.829238017651062	NA	-1.11063300147585	-1.421317683228	-1.10801465226358	-1.33527524013032	-0.933995184001586	-0.953758203258538	-0.965927442033508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4807	0.508363233515662	-0.210685515668278	-1.63922194676633	1.04794299364313	0.749241020789609	1.22129466318781	-0.658809995089913	0.471047727759526	0.47805035133408	0.488494269149535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4826	-0.894711582403914	-1.31291816958076	0.515747185659643	-0.488670426473392	-0.166774579301225	-0.465105499576725	-1.02779103790631	-0.870274416900851	-0.924929843098955	-0.860673239250524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4884	-0.952372191277322	-0.740873374512259	-0.869590113757054	-0.0496380211962053	0.0323592471171655	-0.588741874933651	0.325139452543479	-0.962669529139567	-0.982586563418121	-0.956358878144146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4900	-0.923541886840618	-0.699016438287734	-0.715663747155199	-0.616721544798143	-0.226514727107262	-0.455214589334527	-0.781803675905719	-0.876646493725622	-0.953758203258538	-0.946790314254784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4931	-1.01003280015073	-1.15944273675751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4958	0.998478408939624	0.431120839774436	0.669673552261498	0.425980419299229	0.629760725177535	2.26478567267203	-0.781803675905719	1.08276709070314	0.96813247404699	1.09131379417935	0.323079273338561	0.335571282439564	-0.215551396006001	-0.459096468485873	0.102876653398736	1.69539539233059	-0.0863979192552523	-0.740526575505129	-0.535467498330122	-0.734146413252504	-1.34745188486295	-1.32783679578364	-0.48928654846907	-0.221384204657922	NA
5023	-1.17340452529205	-1.2571089212814	0.413129608951249	-0.726479646282077	0.470453663564902	-1.12285101733015	-0.658809995089913	-1.17294806015143	-1.20360399130826	-1.22427866704629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5104	-1.28872574303886	-1.31291816958076	-2.1523098355418	-1.76918161037945	0.11201277672868	-1.64212379466007	-0.781803675905719	-1.18250617519743	-1.31891743194659	-1.24341579482501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5151	-0.0233957148554032	-0.0990670190695452	NA	-0.0130519866365067	NA	0.746530981057589	NA	-0.0737648298621293	-0.0536727359256567	-0.0664824364334683	1.051974508682	-0.554078272205124	1.53642321392888	-1.11172072051298	-0.807130608395381	0.807753994028027	0.725920779843192	-0.416162935503126	-0.508271453459706	-0.213876983950575	0.330795560354824	0.232977311510939	1.13103132915757	0.606288123244502	NA
5165	0.287330899500935	0.166026910352445	0.310512029164326	1.08452902820283	1.86439044610403	0.702021885857881	0.325139452543479	0.299001656931635	0.257032923443944	0.316260119141017	1.20398001238432	0.548832182618178	-0.697060865733745	-0.343885304047698	-0.33741489832202	-0.941261163108836	0.895323605512353	-0.272453947539935	0.470155404790218	-0.503233673038772	0.0577559252135297	0.674202799517824	0.29297916284609	0.0359983063865371	1.80456554265686
5210	0.143179377317417	0.696214769196426	0.207894452455932	0.462566453858927	0.669587489983292	0.613003695458465	0.817114176175685	0.136513701149738	0.11289112264603	0.124888841353774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5236	-1.18301462677095	-1.39663204202981	1.02883507535867	-1.05575395073388	0.589933959176976	-1.18219647759642	-0.904797356721525	-1.09648313978348	-1.21321344469478	-1.15729871982075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5253	-1.39443685930678	-1.15944273675751	-0.099958280747778	-1.71430255963748	1.14750867243159	-1.71630561999292	-1.51976576153852	-1.36411036107131	-1.42462141919839	-1.37737568927608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5276	-0.94276208979842	-0.503684069239952	0.0539680858540772	-0.561842494056176	-1.60053812664611	-0.944814636531315	-1.51976576153852	-0.84797214858764	-0.972977110031593	-0.889378930918611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5349	0.886360558224309	0.472977775998961	1.43930538527077	1.12111506276253	0.0721860119229227	0.741585526233217	0.0791520905428858	0.608047376624665	0.856022184409374	0.580990386874283	1.25944380497247	-0.418622403955861	-0.181170311144571	-1.10880624275446	-0.806016249508677	0.489919809492895	0.95713533810773	0.142460676995883	0.144279595962525	0.30596382852738	-0.646410764759209	-0.165306537940087	-0.477733380396934	-0.140052282065169	-0.651551225636627
5353	-0.452646914374459	-0.699016438287734	-1.43398679027101	-0.232568189604375	-0.126947814495468	0.123403648261677	0.571126814544073	-0.398740741425924	-0.482894987318684	-0.439656428118591	0.232820824763535	1.075129201204	-0.0332344023192155	-0.22366457152758	0.282912908784616	-0.0507132916154279	-0.186986621779204	0.22242972440198	-0.379482336195906	0.0525321430598914	0.582181656277921	0.0716069201519996	0.814281090365314	0.671181075846057	-0.538110484897978
5470	NA	3.97035733609445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5486	-1.41365706226458	-1.28501354543108	-0.407811013951488	-1.54966540741158	-0.525215466137447	-1.61245106452694	-1.51976576153852	-1.29720355574936	-1.44384032597145	-1.41564994483353	-0.455915879030014	-0.549771310482199	-2.27814025597004	-0.603497206083142	-0.00754750264942239	-1.51773716968434	-0.954550562534447	-0.966338196519854	NA	-0.952008316729691	-0.365711943570505	0.247185552161138	-0.335657594999435	-1.28989559688898	1.27288336700247
5506	2.21896129676008	2.31468296987805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5535	-0.135513565570719	-0.113019331144387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5577	-0.894711582403914	-0.936205743560041	NA	-0.945995849249945	NA	-0.722269160532775	NA	-0.867088378679628	-0.924929843098955	-0.908516058697335	1.01914877608239	-0.570675443940527	0.493698674498686	1.33221394518701	0.463662394444232	-0.507099341381055	0.68933807568476	-0.966338196519854	NA	-0.750288794989897	-0.175367552135448	-0.340803216821098	0.00477070163469523	-0.369441461266405	NA
5644	-1.07730351050304	-1.27106123335624	0.207894452455932	-1.11063300147585	0.70941425478905	-1.28605103306241	-0.0438415902729202	-1.10604125482948	-1.10750945744298	-1.18600441148884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5720	-0.420613242906256	0.472977775998961	0.105276875747538	-0.415498358671092	0.629760725177535	-0.34641457904417	-1.39677208072271	-0.500693968710634	-0.450863476158384	-0.47793068367604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5726	-1.01003280015073	-0.531588693389635	0.926217495571747	-0.726479646282077	0.11201277672868	-0.707432795466206	-0.0438415902729202	-0.94355329904758	-1.04024328373729	-1.03290738925904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5741	0.546803639431267	0.765976329570634	-0.613046170446804	0.810133774492998	-0.126947814495468	1.14711283785496	-0.289828952273513	0.604861338403442	0.516488164880191	0.593748471932518	-0.29304565778327	-1.41328177100129	0.0907459474890935	-0.620414109191426	-0.619277976154918	0.017093264789308	-0.773039533112915	-0.966338196519854	NA	-0.573835329538313	-0.00886444069225387	-0.618266985260793	-0.539856554842796	-0.488191915541998	NA
5748	-1.25028533712326	-1.27106123335624	NA	-1.16551205221781	-0.0472942836891512	-1.52343287412752	1.43208258099268	-1.25897109556538	-1.28047961840048	-1.28169005038246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5757	-0.292478556264637	0.235788470726653	1.64454054176609	0.535738520783163	0.390800133953387	-0.524450959843002	-0.0438415902729202	-0.424229048342683	-0.322737430748431	-0.37586600206193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5768	0.41226221872665	0.710167081271268	NA	0.0967061148474272	NA	0.0294400030378893	NA	0.442373382621545	0.381955817468804	0.466167620201937	-0.282601785936433	0.433564268250446	-1.3719458544548	-1.21319043472228	-0.845927874319685	-1.18733040252714	-0.761400338522369	-0.520096630646681	-0.108407654678695	-2.71297904688097	-2.02738009175899	-2.2429640263786	-1.54802832442933	-0.103117419280095	-1.0460909876033
5772	-0.971592394235124	-0.936205743560041	0.926217495571747	-0.561842494056176	2.34231162855233	-0.796450985865622	0.940107857360472	-1.00090198932354	-1.00180547019118	-1.03290738925904	1.07509491317429	-0.739998066836148	0.154231388655726	NA	-1.21807198771581	0.0518143203927039	0.751687361433453	-0.442012087748996	0.278182076712936	2.57726826662231	1.75116436832387	0.790143997934089	2.22468101830245	-0.326685524378473	NA
5778	-1.22145503268656	-0.964110367709725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5779	-0.279665087754237	0.389263903549911	0.207894452455932	1.90771478933234	0.271319838341313	-0.17332365306971	2.90800675225828	-0.38918262637993	-0.309924826361186	-0.382245044782418	-0.535480777301908	0.380888847422183	-1.2952897186891	-1.01968361468881	-0.771939930442065	-1.15938087393728	-1.04322181356812	-0.231246109237254	-0.292262558783611	-1.18328830028902	-0.583949858125206	0.586623860491893	0.164049146516028	-0.166690873888637	NA
