trial_number,params,value,state
75,"{'latent_space_p': 426, 'learning_rate': 0.00019301325117657294, 'phen_noise': 0.012104393378933766, 'num_epochs': 10, 'weights_regularization': 6.8194926570539895e-06}",0.31822976221640903,COMPLETE
76,"{'latent_space_p': 496, 'learning_rate': 0.0006530397170741042, 'phen_noise': 0.00837443543960187, 'num_epochs': 9, 'weights_regularization': 0.01481840986071434}",0.27792392919460934,COMPLETE
77,"{'latent_space_p': 445, 'learning_rate': 0.003849929314455097, 'phen_noise': 0.0029744445370074547, 'num_epochs': 10, 'weights_regularization': 1.7219077229826117e-05}",0.2812730148434639,COMPLETE
78,"{'latent_space_p': 454, 'learning_rate': 0.0010041490163596447, 'phen_noise': 0.010914951026990898, 'num_epochs': 4, 'weights_regularization': 0.00014165477607571187}",0.27567003667354584,COMPLETE
79,"{'latent_space_p': 475, 'learning_rate': 0.002588948402909334, 'phen_noise': 0.00667594468119756, 'num_epochs': 10, 'weights_regularization': 6.818557656573385e-05}",0.26437337944904965,COMPLETE
80,"{'latent_space_p': 408, 'learning_rate': 0.0005015551417391223, 'phen_noise': 0.014751580739425656, 'num_epochs': 9, 'weights_regularization': 4.503255850779108e-06}",0.28705878804127377,COMPLETE
81,"{'latent_space_p': 466, 'learning_rate': 0.0014381313995904374, 'phen_noise': 0.04500540904650295, 'num_epochs': 10, 'weights_regularization': 4.86887600467e-05}",0.269007071852684,COMPLETE
82,"{'latent_space_p': 487, 'learning_rate': 0.0011548500975162117, 'phen_noise': 0.059696673919199, 'num_epochs': 10, 'weights_regularization': 2.8893747793846755e-05}",0.25642551233371097,COMPLETE
83,"{'latent_space_p': 489, 'learning_rate': 0.0007836439443188137, 'phen_noise': 0.09032181598200624, 'num_epochs': 10, 'weights_regularization': 3.374428119114237e-05}",0.28088267892599106,COMPLETE
84,"{'latent_space_p': 437, 'learning_rate': 0.0011711000664587788, 'phen_noise': 0.05739046452218031, 'num_epochs': 10, 'weights_regularization': 1.0160883781147843e-05}",0.2759940177202225,COMPLETE
85,"{'latent_space_p': 500, 'learning_rate': 0.0021334713625935408, 'phen_noise': 0.003910420953195112, 'num_epochs': 9, 'weights_regularization': 2.845500449506939e-05}",0.3069799467921257,COMPLETE
86,"{'latent_space_p': 478, 'learning_rate': 0.000939249542429637, 'phen_noise': 0.005387095913912897, 'num_epochs': 10, 'weights_regularization': 6.590990024455294e-05}",0.29223060607910156,COMPLETE
87,"{'latent_space_p': 328, 'learning_rate': 0.0016144784306483, 'phen_noise': 0.019024139711204063, 'num_epochs': 9, 'weights_regularization': 0.0004896483862410814}",0.27709001302719116,COMPLETE
88,"{'latent_space_p': 459, 'learning_rate': 0.0019521438937002609, 'phen_noise': 0.02619575808297237, 'num_epochs': 10, 'weights_regularization': 1.2231137683304133e-06}",0.27542324364185333,COMPLETE
89,"{'latent_space_p': 487, 'learning_rate': 0.0010810814722616445, 'phen_noise': 0.1495579793754628, 'num_epochs': 3, 'weights_regularization': 4.0252602706511015e-05}",0.3136033167441686,COMPLETE
90,"{'latent_space_p': 250, 'learning_rate': 0.0023225824186288227, 'phen_noise': 0.007518091766670158, 'num_epochs': 10, 'weights_regularization': 8.504081214061486e-06}",0.30030131836732227,COMPLETE
91,"{'latent_space_p': 472, 'learning_rate': 0.0013302207440625043, 'phen_noise': 0.03954943568378554, 'num_epochs': 10, 'weights_regularization': 1.71399124692805e-05}",0.25832705696423847,COMPLETE
92,"{'latent_space_p': 474, 'learning_rate': 0.0006085200079404396, 'phen_noise': 0.06200249857217944, 'num_epochs': 10, 'weights_regularization': 1.2498592972351647e-05}",0.28706296533346176,COMPLETE
93,"{'latent_space_p': 443, 'learning_rate': 0.0013623254421288068, 'phen_noise': 0.0402322944864095, 'num_epochs': 10, 'weights_regularization': 1.7563302955274092e-05}",0.25408288712302846,COMPLETE
94,"{'latent_space_p': 423, 'learning_rate': 0.0012151183210015663, 'phen_noise': 0.03958612103640648, 'num_epochs': 10, 'weights_regularization': 6.003672295918505e-06}",0.2723638142148654,COMPLETE
95,"{'latent_space_p': 445, 'learning_rate': 0.0013848196678033764, 'phen_noise': 0.029840336197024704, 'num_epochs': 2, 'weights_regularization': 1.4610183994275342e-05}",0.3308468510707219,COMPLETE
96,"{'latent_space_p': 396, 'learning_rate': 0.0006852364151497208, 'phen_noise': 0.07497366720149269, 'num_epochs': 10, 'weights_regularization': 0.0002500470710985251}",0.281011958916982,COMPLETE
97,"{'latent_space_p': 289, 'learning_rate': 0.0008628729574537725, 'phen_noise': 0.04340114390417302, 'num_epochs': 10, 'weights_regularization': 1.8212998631626754e-05}",0.3070267513394356,COMPLETE
98,"{'latent_space_p': 455, 'learning_rate': 0.0010642287813547734, 'phen_noise': 0.022643967216801196, 'num_epochs': 9, 'weights_regularization': 3.314716454328563e-06}",0.26752561579147977,COMPLETE
99,"{'latent_space_p': 433, 'learning_rate': 0.0016022453617066338, 'phen_noise': 0.05294525559953376, 'num_epochs': 10, 'weights_regularization': 0.00010779739848694216}",0.27379196385542554,COMPLETE
